avg_sent,sentiment_std,pct_low,word_cnt,rating_avg,retention
0.6988005474269372,0.35649454330901836,0.0,19.99972779023377,4.848901719888953,1
0.806835642803721,0.3475333544923016,0.0,19.999919731991497,4.950047652529827,1
0.8262907840504745,0.25787415259265145,0.1,20.00038601324728,4.54978170060336,1
0.7087075299002658,0.35028588664594584,0.15,19.99999236977715,4.001318927358389,0
0.8640870973874942,0.20780951536154058,0.1,19.999693410493016,4.301084050671419,1
0.747630856691302,0.37043530614269604,0.05,20.001001112687216,4.6994613664858695,1
0.8046628809293525,0.2448923071030309,0.05,20.000547608144498,4.749577602596282,1
0.7723895465170638,0.3363240438292163,0.15,20.001360631888726,4.399945858524221,1
0.895860032997801,0.21895554777613746,0.0,19.999922994004073,4.999151682205357,1
0.9140537204328388,0.14373531121341426,0.0,19.998808538515245,5.000639638343127,1
0.8767201909138962,0.25306478684501893,0.0,19.998581485848053,4.949158310891007,1
0.9041338398990678,0.15099205967461712,0.0,20.000613037824518,4.90041560022664,1
0.918143222860884,0.16378905265825497,0.0,20.000785397465588,4.900968453442846,1
0.7340363877484888,0.37629021936334583,0.1,20.001150962142816,4.451894540172877,1
0.6085459666253283,0.38379380628911625,0.25,20.00067185713329,3.549397652408617,0
0.7437688308655912,0.3378587981079776,0.0,20.00177638339394,4.547987557090014,1
0.8090501527582651,0.2569873682459212,0.0,20.000791623540273,4.851423761044052,1
0.773639039953403,0.3035899375137519,0.05,19.998615216737026,4.700648075895559,1
0.8262081130147148,0.2902284767617051,0.0,19.999261348766552,4.9484202459285545,1
0.7937571640546778,0.36859927331578246,0.0,19.99999619127716,4.89790606492505,1
0.7598000114882651,0.28811852654834014,0.0,20.00000801572536,4.901181063396932,1
0.8131490179452598,0.3054885309228986,0.0,20.001441276646105,4.948530768393348,1
0.8879818240600121,0.17422564489769898,0.0,20.001257114419296,4.95101071514205,1
0.8134144637572835,0.2793089871308547,0.05,19.99897717803258,4.799324113955991,1
0.8579899921356787,0.27294544820394856,0.0,19.998463331158007,4.899763853955532,1
0.8597749916023203,0.24266474396806603,0.0,20.000214005012353,4.9505979202617185,1
0.8516208557602197,0.2463178156652174,0.1,19.999950013493677,4.39981224542161,1
0.8470243724096748,0.26211018836586114,0.1,19.999282929790454,4.450963894924941,1
0.8408586985710595,0.2829056899086453,0.0,20.00062658759686,4.648949667304425,1
0.9282961258907326,0.10417798643664677,0.0,20.001101824302975,4.900287257807348,1
0.8169196557715026,0.3214227500647104,0.05,20.000195036010336,4.80059592886371,1
0.6932641450308159,0.367975243513801,0.05,20.001788356918144,4.451401788247073,1
0.8613999935374741,0.16130721411214943,0.0,20.000324243314314,4.899487877129929,1
0.8686067769935095,0.29441139921604664,0.0,19.998793001339624,4.900013051702885,1
0.8424436289901875,0.27366241915693634,0.05,20.00033574970713,4.599537710215589,1
0.750906961710963,0.34487345203990866,0.0,19.999853128363206,4.750206867796687,1
0.7951532295140268,0.2833442411946877,0.05,20.000504072046972,4.451011863494923,1
0.9385513863221844,0.17723667610712557,0.0,20.001215558059876,4.9488751366552535,1
0.835814995858331,0.2548022621032462,0.05,20.001722432499776,4.6502051092056185,1
0.8509232626576451,0.2697476319111585,0.0,20.000438845895616,4.99881547546714,1
0.8322434471318219,0.2974310467904539,0.0,20.000931029150152,4.951896158281708,1
0.8138413454684009,0.31940822346945286,0.0,19.998723988826708,4.751258780458354,1
0.7648971343675652,0.2988083484549962,0.0,19.99991302277808,4.9501915122550315,1
0.8233675021922089,0.3166769309100442,0.0,19.998520451647558,4.699871243345436,1
0.9522703252539176,0.08507228461440784,0.0,19.99947500750493,4.800927471127407,1
0.8799079700467164,0.26932982715220927,0.0,20.00119868362508,4.748776866070877,1
0.7234223920257978,0.36061728768825113,0.0,20.00091318975677,4.699125110313716,1
0.8974310741048934,0.22754335560064154,0.0,20.000099274199776,4.900440852794298,1
0.7869973009539752,0.29941237627418105,0.0,19.998675314393004,5.000471692028093,1
0.8119883553690506,0.24812445011246748,0.0,20.000503956105614,4.999608066934887,1
0.680321172660455,0.41245282489815416,0.1,19.999355982544632,4.200344866891661,1
0.7393177447113903,0.3091448068341442,0.1,19.99999884449457,3.94941638217069,0
0.6765020017471616,0.35041594151139194,0.05,20.000020557911483,4.248423864907381,1
0.769412975933213,0.3158186377464685,0.0,20.001389689361726,4.298757712218268,1
0.5112123903252939,0.44471920370966084,0.2,20.00149053839382,3.5506079599159492,0
0.7376334955302559,0.2869135475853492,0.0,19.99748029912362,4.10049690139557,0
0.7628520907125289,0.33949039637468803,0.05,19.9983054701378,4.500937260578964,1
0.7367725565676662,0.35999933404299783,0.1,19.999373845939918,3.8999570721138204,0
0.5219432683222682,0.4024325947878882,0.25,20.001338882278887,3.400933968058431,0
0.6370562550297769,0.38810650874159963,0.0,20.000924642950658,4.347147621665483,1
0.7405448400459578,0.35695126486334433,0.05,20.000635085529925,4.399803147683846,1
0.7564833950450259,0.30269092247887747,0.15,20.00125830484163,3.900257123611202,0
0.6409821540499899,0.36465248967926367,0.0,20.00149495476322,4.598994007198789,1
0.7366822233177762,0.32171978336614854,0.0,20.000248581351038,4.401086098928369,1
0.5948993796810115,0.3869889948371485,0.0,19.999139409496525,4.498853610721354,1
0.5704108763616973,0.403204259617613,0.2,19.99993372209737,3.8514482238881182,0
0.6022073328626769,0.42029694044708404,0.1,19.999670773811953,4.151159287096898,0
0.6890342981444169,0.41209115258303186,0.15,20.00161531614323,3.7502642044393366,0
0.7776944427842049,0.30673237900169764,0.1,19.99915295955606,3.900131832828744,0
0.7956640598060142,0.2513712508143891,0.05,19.998887799277714,4.401120394703551,1
0.8674539497794239,0.2632162635175569,0.15,20.000856681680556,4.198952240239052,1
0.7494848060668085,0.3683100491466433,0.0,20.000604681278354,4.350577086917079,1
0.8124190201221144,0.35093702485283645,0.1,19.999590973582553,4.348662709767187,1
0.7085945777819437,0.3884740407940819,0.15,19.99996601615474,3.7514412754198743,0
0.6092586364803977,0.36889826467100423,0.05,20.002820577954086,4.351754502155656,1
0.7557852639216667,0.3001447827740598,0.0,20.00165012368722,4.3508275885903895,1
0.7652766167649382,0.3579714708606782,0.1,20.000282399443297,4.148263469056403,0
0.582011971726979,0.42858118656055894,0.0,20.001084606934786,4.250943538521188,1
0.7664898059867786,0.3410678663931153,0.1,20.000291769000015,4.100509839126568,0
0.627551088685903,0.3618084212555693,0.15,19.999419695361716,3.8495671635194775,0
0.6893489098876311,0.3601927774349432,0.1,20.000977337570813,4.198883464036928,1
0.5453642730527973,0.43541616590867177,0.05,19.99977136787868,3.900770508495702,0
0.6722935313391295,0.40410792702612286,0.25,19.99844941860485,3.4987293669399713,0
0.6605107959002183,0.3572538259165408,0.15,20.0010228166734,3.947850705881515,0
